Date,AAL_Close,AAL_Vol,AAPL_Close,AAPL_Vol,ALK_Close,ALK_Vol,AMZN_Close,AMZN_Vol,BHC_Close,BHC_Vol,CS_Close,CS_Vol,DB_Close,DB_Vol,GOOG_Close,GOOG_Vol,GS_Close,GS_Vol,HA_Close,HA_Vol,JNJ_Close,JNJ_Vol,MRK_Close,MRK_Vol,SP500_Close,SP500_Vol
5/11/2010,10.907519,5840100,9.787304,361253200,12.314409,1722800,170.770004,5212200,26.103756,6366900,30.557951,1216500,48.131493,1030600,311.372894,3544600,147.266022,11989300,6.937279,667600,48.12904,9276500,25.411646,22503000,1225.849976,5637460000
8/11/2010,10.586987,8714900,9.833287,281758400,12.14252,1248400,171.990005,5706000,24.728863,11020100,30.788185,865300,47.658173,618500,312.214752,4218300,145.656204,5516100,7.062536,481700,47.890816,8484400,25.354706,13687200,1223.25,3937230000
9/11/2010,10.360728,5591600,9.754896,383544000,11.798738,1208800,170.270004,3978600,24.950001,6734000,30.425392,988100,46.850273,681700,311.243378,4491000,143.374924,7343900,7.004725,552900,47.875923,9218500,24.948973,21298600,1213.400024,4848040000
10/11/2010,10.162754,5518700,9.81508,384227200,11.917743,1199200,173.330002,5440300,25.629999,5146200,30.181208,1374400,46.295349,1278000,310.277008,5012600,143.951752,6328100,6.812024,592700,47.607922,10795400,24.884912,19067000,1218.709961,4561300000
11/11/2010,10.200463,3979000,9.772487,361284000,11.834001,1162400,170.369995,5691700,25.290001,3576200,29.797495,821300,45.307907,1124100,307.442627,4540100,144.37355,3931500,6.783118,440600,47.585583,9109500,25.062862,14115400,1213.540039,3931120000
12/11/2010,10.021343,3097700,9.506455,795846800,11.873667,1358400,165.679993,7160600,25.049999,3128200,29.581211,1154500,45.071255,776200,300.518585,6811300,142.755142,4735600,6.754212,228100,47.399475,12944800,24.706964,23756300,1199.209961,4213620000
15-11-2010,10.096761,3616900,9.475905,403606000,11.91113,832400,158.899994,9648600,25.059999,1608100,29.427725,731000,45.046768,746800,296.623169,6983800,143.951752,5199000,6.744577,262000,47.749355,12729400,24.585951,13112400,1197.75,3503370000
16-11-2010,10.077906,6429600,9.307703,657650000,11.937574,1828000,157.779999,6571400,24.610001,2121400,28.716105,1197400,44.361275,784500,290.770111,6639500,142.126724,5914100,6.455524,371000,47.004902,15651000,24.272747,22033600,1178.339966,5116380000
17-11-2010,10.087333,3424300,9.274068,479449600,11.6577,1340800,158.350006,4524900,24.790001,2347000,28.625406,868600,44.532646,1000400,290.685425,4903200,141.945938,3726300,6.706037,503300,46.945351,7416900,24.536119,20032200,1178.589966,3904780000
18-11-2010,10.389011,5275000,9.5188,494491200,11.930963,1512000,164.169998,6225300,24.870001,2362600,28.890522,1194500,45.618019,773100,297.166138,5199300,144.063614,4987500,6.860198,372900,47.518585,9400100,25.119808,15665700,1196.689941,4687260000
19-11-2010,10.445576,3227000,9.466335,384843200,12.127093,1362800,164.820007,4464800,24.59,3920100,28.890522,905400,45.291588,485700,294.311859,4612100,143.478256,4584500,6.860198,252300,47.518585,12889800,25.148285,15625100,1199.72998,3675390000
22-11-2010,10.53985,3508200,9.670953,393075200,12.219648,1116400,170.389999,6142500,25,2256900,28.255642,806100,44.328632,1243200,294.506104,4389500,138.640259,11364000,6.725307,449000,47.362244,11179200,25.333351,14557300,1197.839966,3689500000
23-11-2010,10.464431,3572000,9.528057,519447600,12.038945,1037200,168.199997,6465300,24.969999,1773400,27.411457,1230800,42.623058,1274400,290.416443,4341300,135.825256,7315000,7.004725,720200,46.803905,14766500,24.778143,18337000,1180.72998,4133070000
24-11-2010,11.067785,7712500,9.715391,413725200,12.340852,1357600,177.25,10042500,25.66,2107700,27.564947,1207100,42.565926,1303800,296.374115,4810600,137.960159,4258200,7.592468,868500,47.116585,9591400,25.020155,10670700,1198.349976,3384250000
